Turbine_exit_pressure_bar,Turbine_exit_temperature_C,Ship_speed_knots,output_power
1.2,500.0,6.0,411.7476051549902
1.66,638.0,12.0,2386.039620401448
2.08,706.0,15.0,4342.937684322529
2.96,826.0,21.0,10945.308805106837
3.57,923.0,24.0,16502.78620930718
4.49,1080.0,27.0,27140.00949485198
1.2,500.0,6.0,407.31795951342866
1.39,583.0,9.0,1219.7966515848211
2.96,825.0,21.0,10945.308805106837
3.57,922.0,24.0,16502.78620930718
1.39,583.0,9.0,1219.7966515848211
1.66,637.0,12.0,2386.039620401448
2.08,704.0,15.0,4342.937684322529
3.57,921.0,24.0,16502.78620930718
1.66,636.0,12.0,2386.039620401448
2.08,703.0,15.0,4342.937684322529
2.96,823.0,21.0,10945.308805106837
4.49,1080.0,27.0,27140.00949485198
1.2,498.0,6.0,426.0942116063836
1.39,581.0,9.0,1219.7966515848211
1.66,635.0,12.0,2386.039620401448
2.96,822.0,21.0,10945.308805106837
3.57,919.0,24.0,16502.78620930718
4.48,1080.0,27.0,27140.00949485198
1.12,455.0,3.0,106.59528593385286
1.2,497.0,6.0,428.9635328966623
1.39,580.0,9.0,1219.7966515848211
2.08,701.0,15.0,4342.937684322529
2.5,767.0,18.0,7208.698502927139
3.56,918.0,24.0,16502.78620930718
4.48,1080.0,27.0,27140.00949485198
1.17,507.0,3.0,291.74923776337215
1.39,600.0,9.0,1219.7966515848211
1.66,655.0,12.0,2386.039620401448
2.08,724.0,15.0,4342.937684322529
2.51,793.0,18.0,7208.698502927139
2.97,846.0,21.0,10945.308805106837
3.59,943.0,24.0,16502.78620930718
4.51,1100.0,27.0,27140.00949485198
1.26,579.0,6.0,673.5574649296516
1.39,599.0,9.0,1219.7966515848211
1.66,654.0,12.0,2386.039620401448
2.08,723.0,15.0,4342.937684322529
2.51,792.0,18.0,7208.698502927139
2.97,845.0,21.0,10945.308805106837
1.25,572.0,6.0,639.879591683169
1.39,598.0,9.0,1219.7966515848211
1.66,654.0,12.0,2386.039620401448
3.58,941.0,24.0,16502.78620930718
1.39,597.0,9.0,1219.7966515848211
2.51,790.0,18.0,7208.698502927139
2.97,843.0,21.0,10945.308805106837
3.58,940.0,24.0,16502.78620930718
4.51,1100.0,27.0,27140.00949485198
1.24,557.0,6.0,578.1368240646176
1.66,652.0,12.0,2386.039620401448
2.51,789.0,18.0,7208.698502927139
2.97,842.0,21.0,10945.308805106837
3.58,939.0,24.0,16502.78620930718
1.23,550.0,6.0,547.265440255342
1.66,651.0,12.0,2386.039620401448
2.08,720.0,15.0,4342.937684322529
2.51,788.0,18.0,7208.698502927139
3.58,938.0,24.0,16502.78620930718
4.51,1100.0,27.0,27140.00949485198
1.66,650.0,12.0,2386.039620401448
2.08,719.0,15.0,4342.937684322529
2.51,787.0,18.0,7208.698502927139
2.97,840.0,21.0,10945.308805106837
3.58,937.0,24.0,16502.78620930718
4.51,1100.0,27.0,27140.00949485198
1.1,457.0,3.0,56.548667764616276
1.39,594.0,9.0,1219.7966515848211
2.5,786.0,18.0,7208.698502927139
2.97,839.0,21.0,10945.308805106837
1.12,466.0,3.0,112.47739457892416
1.22,537.0,6.0,504.6968597992003
1.39,593.0,9.0,1219.7966515848211
2.08,717.0,15.0,4342.937684322529
2.5,785.0,18.0,7208.698502927139
3.58,935.0,24.0,16502.78620930718
4.5,1090.0,27.0,27140.00949485198
1.14,482.0,3.0,195.0510158858783
1.39,593.0,9.0,1219.7966515848211
1.66,647.0,12.0,2386.039620401448
2.08,716.0,15.0,4342.937684322529
2.5,783.0,18.0,7208.698502927139
2.97,837.0,21.0,10945.308805106837
3.58,934.0,24.0,16502.78620930718
4.5,1090.0,27.0,27140.00949485198
1.16,493.0,3.0,255.09732347149122
1.39,592.0,9.0,1219.7966515848211
1.66,646.0,12.0,2386.039620401448
2.08,715.0,15.0,4342.937684322529
2.5,782.0,18.0,7208.698502927139
2.97,835.0,21.0,10945.308805106837
3.58,933.0,24.0,16502.78620930718
4.5,1090.0,27.0,27140.00949485198
1.2,523.0,3.0,406.0508504764808
1.21,524.0,6.0,456.63049219927643
1.39,591.0,9.0,1219.7966515848211
1.66,646.0,12.0,2386.039620401448
2.5,781.0,18.0,7208.698502927139
2.97,834.0,21.0,10945.308805106837
3.58,932.0,24.0,16502.78620930718
4.5,1090.0,27.0,27140.00949485198
1.2,526.0,3.0,422.29288449554
1.21,520.0,6.0,446.7344753404686
1.39,590.0,9.0,1219.7966515848211
1.66,645.0,12.0,2386.039620401448
2.08,713.0,15.0,4342.937684322529
2.5,780.0,18.0,7208.698502927139
2.97,833.0,21.0,10945.308805106837
3.58,931.0,24.0,16502.78620930718
4.5,1090.0,27.0,27140.00949485198
1.21,518.0,6.0,442.4933252581224
1.66,644.0,12.0,2386.039620401448
2.08,712.0,15.0,4342.937684322529
2.5,779.0,18.0,7208.698502927139
2.96,832.0,21.0,10945.308805106837
4.5,1090.0,27.0,27140.00949485198
1.2,509.0,6.0,415.8630915311929
1.66,643.0,12.0,2386.039620401448
2.08,711.0,15.0,4342.937684322529
2.5,778.0,18.0,7208.698502927139
2.96,831.0,21.0,10945.308805106837
3.57,929.0,24.0,16502.78620930718
4.5,1090.0,27.0,27140.00949485198
1.66,642.0,12.0,2386.039620401448
2.08,710.0,15.0,4342.937684322529
2.96,830.0,21.0,10945.308805106837
3.57,928.0,24.0,16502.78620930718
4.5,1090.0,27.0,27140.00949485198
1.33,641.0,3.0,997.1415082494003
1.39,587.0,9.0,1219.7966515848211
2.08,709.0,15.0,4342.937684322529
2.5,776.0,18.0,7208.698502927139
3.57,927.0,24.0,16502.78620930718
4.49,1090.0,27.0,27140.00949485198
1.33,657.0,3.0,1053.0409135322745
1.39,586.0,9.0,1219.7966515848211
1.66,640.0,12.0,2386.039620401448
2.5,775.0,18.0,7208.698502927139
2.96,828.0,21.0,10945.308805106837
3.57,926.0,24.0,16502.78620930718
1.2,501.0,6.0,408.87828386471153
1.66,640.0,12.0,2386.039620401448
2.5,774.0,18.0,7208.698502927139
2.96,827.0,21.0,10945.308805106837
3.57,925.0,24.0,16502.78620930718
1.26,610.0,3.0,704.9733914655495
1.39,585.0,9.0,1219.7966515848211
1.66,639.0,12.0,2386.039620401448
2.5,773.0,18.0,7208.698502927139
2.96,826.0,21.0,10945.308805106837
4.49,1080.0,27.0,27140.00949485198
1.22,575.0,3.0,519.9231121935987
1.2,499.0,6.0,410.31294450985087
2.08,705.0,15.0,4342.937684322529
2.5,771.0,18.0,7208.698502927139
3.57,923.0,24.0,16502.78620930718
1.16,528.0,3.0,305.91782063106206
1.39,583.0,9.0,1219.7966515848211
1.66,637.0,12.0,2386.039620401448
2.08,704.0,15.0,4342.937684322529
2.5,770.0,18.0,7208.698502927139
2.96,824.0,21.0,10945.308805106837
3.57,922.0,24.0,16502.78620930718
4.49,1080.0,27.0,27140.00949485198
1.13,493.0,3.0,167.25839287712054
1.2,499.0,6.0,424.6595509612443
1.39,582.0,9.0,1219.7966515848211
1.66,636.0,12.0,2386.039620401448
2.08,703.0,15.0,4342.937684322529
2.96,823.0,21.0,10945.308805106837
3.57,921.0,24.0,16502.78620930718
4.49,1080.0,27.0,27140.00949485198
1.11,466.0,3.0,81.05937364792386
1.39,581.0,9.0,1219.7966515848211
2.08,702.0,15.0,4342.937684322529
2.96,822.0,21.0,10945.308805106837
3.57,920.0,24.0,16502.78620930718
4.49,1080.0,27.0,27140.00949485198
2.96,821.0,21.0,10945.308805106837
1.11,449.0,3.0,79.61214663217017
2.08,700.0,15.0,4342.937684322529
2.5,766.0,18.0,7208.698502927139
3.57,918.0,24.0,16502.78620930718
4.48,1080.0,27.0,27140.00949485198
1.13,478.0,3.0,144.51326206513045
1.25,573.0,6.0,638.4763469645657
1.39,599.0,9.0,1219.7966515848211
1.66,655.0,12.0,2386.039620401448
2.08,724.0,15.0,4342.937684322529
3.59,943.0,24.0,16502.78620930718
1.18,515.0,3.0,335.1765202114951
1.24,564.0,6.0,601.9919842808761
1.66,654.0,12.0,2386.039620401448
2.08,723.0,15.0,4342.937684322529
4.51,1100.0,27.0,27140.00949485198
1.27,586.0,3.0,683.641977347675
1.24,559.0,6.0,582.3465582204279
1.39,598.0,9.0,1219.7966515848211
1.66,653.0,12.0,2386.039620401448
2.08,722.0,15.0,4342.937684322529
2.97,843.0,21.0,10945.308805106837
4.51,1100.0,27.0,27140.00949485198
1.33,664.0,3.0,1028.6516825649057
1.23,552.0,6.0,550.0719296925488
2.08,721.0,15.0,4342.937684322529
2.51,790.0,18.0,7208.698502927139
2.97,842.0,21.0,10945.308805106837
3.58,940.0,24.0,16502.78620930718
4.51,1100.0,27.0,27140.00949485198
1.32,664.0,3.0,969.6421005549777
1.39,596.0,9.0,1219.7966515848211
1.66,651.0,12.0,2386.039620401448
2.51,788.0,18.0,7208.698502927139
2.97,841.0,21.0,10945.308805106837
3.58,939.0,24.0,16502.78620930718
4.51,1100.0,27.0,27140.00949485198
1.26,623.0,3.0,716.0317976061856
1.23,550.0,6.0,550.0719296925488
2.08,719.0,15.0,4342.937684322529
2.51,787.0,18.0,7208.698502927139
2.97,840.0,21.0,10945.308805106837
3.58,937.0,24.0,16502.78620930718
4.51,1090.0,27.0,27140.00949485198
2.08,718.0,15.0,4342.937684322529
2.51,786.0,18.0,7208.698502927139
3.58,936.0,24.0,16502.78620930718
4.51,1090.0,27.0,27140.00949485198
1.39,594.0,9.0,1219.7966515848211
1.66,649.0,12.0,2386.039620401448
2.51,785.0,18.0,7208.698502927139
3.58,935.0,24.0,16502.78620930718
4.51,1090.0,27.0,27140.00949485198
1.21,527.0,6.0,463.6990756698534
1.39,593.0,9.0,1219.7966515848211
2.08,716.0,15.0,4342.937684322529
2.5,784.0,18.0,7208.698502927139
2.97,837.0,21.0,10945.308805106837
4.51,1090.0,27.0,27140.00949485198
1.13,473.0,3.0,151.738925168387
1.66,647.0,12.0,2386.039620401448
2.08,715.0,15.0,4342.937684322529
2.97,836.0,21.0,10945.308805106837
4.5,1090.0,27.0,27140.00949485198
1.16,493.0,3.0,256.56340004316644
1.21,519.0,6.0,438.25217517577613
1.39,591.0,9.0,1219.7966515848211
2.97,835.0,21.0,10945.308805106837
1.2,514.0,6.0,424.11500823462205
1.66,645.0,12.0,2386.039620401448
2.08,713.0,15.0,4342.937684322529
2.5,781.0,18.0,7208.698502927139
3.58,931.0,24.0,16502.78620930718
1.39,590.0,9.0,1219.7966515848211
1.66,644.0,12.0,2386.039620401448
2.08,712.0,15.0,4342.937684322529
3.58,930.0,24.0,16502.78620930718
1.23,544.0,3.0,521.9442034674083
1.39,589.0,9.0,1219.7966515848211
1.66,643.0,12.0,2386.039620401448
2.97,832.0,21.0,10945.308805106837
1.25,562.0,3.0,615.6264963974559
1.2,507.0,6.0,410.16633685268346
1.39,588.0,9.0,1219.7966515848211
2.08,710.0,15.0,4342.937684322529
3.57,928.0,24.0,16502.78620930718
1.3,606.0,3.0,835.663645854885
1.2,503.0,6.0,404.469582174174
1.39,587.0,9.0,1219.7966515848211
1.66,642.0,12.0,2386.039620401448
2.08,709.0,15.0,4342.937684322529
2.5,776.0,18.0,7208.698502927139
2.96,830.0,21.0,10945.308805106837
3.57,927.0,24.0,16502.78620930718
1.2,502.0,6.0,405.89377084380135
1.39,587.0,9.0,1219.7966515848211
1.66,641.0,12.0,2386.039620401448
2.96,829.0,21.0,10945.308805106837
1.33,645.0,3.0,1018.8184975591699
1.2,502.0,6.0,405.89377084380135
1.39,586.0,9.0,1219.7966515848211
2.96,828.0,21.0,10945.308805106837
1.33,658.0,3.0,1027.7720366219007
1.2,501.0,6.0,411.7476051549902
1.66,639.0,12.0,2386.039620401448
2.08,706.0,15.0,4342.937684322529
2.5,773.0,18.0,7208.698502927139
3.57,924.0,24.0,16502.78620930718
4.49,1080.0,27.0,27140.00949485198
1.29,633.0,3.0,852.3769187719828
1.2,499.0,6.0,417.4862477355475
2.08,705.0,15.0,4342.937684322529
2.5,772.0,18.0,7208.698502927139
2.96,826.0,21.0,10945.308805106837
3.57,923.0,24.0,16502.78620930718
4.49,1080.0,27.0,27140.00949485198
1.39,583.0,9.0,1219.7966515848211
1.66,637.0,12.0,2386.039620401448
2.08,705.0,15.0,4342.937684322529
2.5,771.0,18.0,7208.698502927139
3.57,922.0,24.0,16502.78620930718
1.18,538.0,3.0,351.188170769291
1.21,500.0,6.0,434.7021754772196
1.39,583.0,9.0,1219.7966515848211
1.66,637.0,12.0,2386.039620401448
2.08,704.0,15.0,4342.937684322529
2.5,770.0,18.0,7208.698502927139
2.96,824.0,21.0,10945.308805106837
2.08,703.0,15.0,4342.937684322529
2.5,769.0,18.0,7208.698502927139
3.57,920.0,24.0,16502.78620930718
1.12,478.0,3.0,118.18671562804799
1.21,500.0,6.0,447.9911124019045
2.08,702.0,15.0,4342.937684322529
2.5,768.0,18.0,7208.698502927139
2.96,822.0,21.0,10945.308805106837
1.66,634.0,12.0,2386.039620401448
2.08,701.0,15.0,4342.937684322529
2.5,767.0,18.0,7208.698502927139
1.39,579.0,9.0,1219.7966515848211
1.66,633.0,12.0,2386.039620401448
2.08,700.0,15.0,4342.937684322529
3.57,917.0,24.0,16502.78620930718
1.11,469.0,3.0,95.99031633288493
1.24,559.0,6.0,576.7335793460143
1.39,599.0,9.0,1219.7966515848211
1.66,654.0,12.0,2386.039620401448
2.51,792.0,18.0,7208.698502927139
2.97,845.0,21.0,10945.308805106837
4.52,1100.0,27.0,27140.00949485198
1.24,562.0,6.0,593.5725159692555
2.08,722.0,15.0,4342.937684322529
2.51,791.0,18.0,7208.698502927139
2.97,843.0,21.0,10945.308805106837
1.21,534.0,3.0,429.675627231476
1.23,551.0,6.0,547.265440255342
2.97,842.0,21.0,10945.308805106837
3.59,940.0,24.0,16502.78620930718
4.51,1100.0,27.0,27140.00949485198
1.28,599.0,3.0,757.4694047070351
1.22,542.0,6.0,513.1791599638927
1.39,597.0,9.0,1219.7966515848211
1.66,652.0,12.0,2386.039620401448
2.08,720.0,15.0,4342.937684322529
2.51,789.0,18.0,7208.698502927139
2.97,841.0,21.0,10945.308805106837
3.58,939.0,24.0,16502.78620930718
1.33,668.0,3.0,1033.9609741494728
1.22,538.0,6.0,497.62827632862326
1.39,596.0,9.0,1219.7966515848211
1.66,651.0,12.0,2386.039620401448
2.08,719.0,15.0,4342.937684322529
2.51,788.0,18.0,7208.698502927139
2.97,840.0,21.0,10945.308805106837
4.51,1090.0,27.0,27140.00949485198
1.39,595.0,9.0,1219.7966515848211
1.66,650.0,12.0,2386.039620401448
2.08,718.0,15.0,4342.937684322529
2.51,787.0,18.0,7208.698502927139
2.97,839.0,21.0,10945.308805106837
3.58,937.0,24.0,16502.78620930718
4.51,1090.0,27.0,27140.00949485198
1.66,649.0,12.0,2386.039620401448
2.08,717.0,15.0,4342.937684322529
2.97,838.0,21.0,10945.308805106837
1.12,494.0,3.0,137.1242361438873
1.21,526.0,6.0,456.63049219927643
1.39,593.0,9.0,1219.7966515848211
1.66,648.0,12.0,2386.039620401448
2.97,837.0,21.0,10945.308805106837
4.51,1090.0,27.0,27140.00949485198
1.1,460.0,3.0,50.51680986972387
1.66,647.0,12.0,2386.039620401448
2.51,783.0,18.0,7208.698502927139
2.97,836.0,21.0,10945.308805106837
1.12,468.0,3.0,130.69758477219375
1.2,516.0,6.0,426.9424416228529
1.66,646.0,12.0,2386.039620401448
2.08,715.0,15.0,4342.937684322529
2.97,835.0,21.0,10945.308805106837
4.51,1090.0,27.0,27140.00949485198
1.14,481.0,3.0,196.50662048204157
1.66,646.0,12.0,2386.039620401448
2.08,714.0,15.0,4342.937684322529
2.97,834.0,21.0,10945.308805106837
3.58,932.0,24.0,16502.78620930718
4.5,1090.0,27.0,27140.00949485198
1.17,498.0,3.0,287.3510080483464
1.2,509.0,6.0,411.5905255223108
2.5,780.0,18.0,7208.698502927139
3.58,930.0,24.0,16502.78620930718
4.5,1090.0,27.0,27140.00949485198
1.19,515.0,3.0,373.5667824383623
1.39,589.0,9.0,1219.7966515848211
1.66,644.0,12.0,2386.039620401448
2.08,712.0,15.0,4342.937684322529
2.5,779.0,18.0,7208.698502927139
1.23,543.0,3.0,518.9701624220099
1.66,643.0,12.0,2386.039620401448
2.08,711.0,15.0,4342.937684322529
4.5,1090.0,27.0,27140.00949485198
1.23,545.0,3.0,532.3533471263024
1.2,506.0,6.0,410.16633685268346
1.39,588.0,9.0,1219.7966515848211
1.66,642.0,12.0,2386.039620401448
2.5,777.0,18.0,7208.698502927139
2.97,830.0,21.0,10945.308805106837
4.5,1090.0,27.0,27140.00949485198
1.27,585.0,3.0,730.8915308576654
1.39,587.0,9.0,1219.7966515848211
1.66,641.0,12.0,2386.039620401448
2.97,829.0,21.0,10945.308805106837
3.57,926.0,24.0,16502.78620930718
4.5,1090.0,27.0,27140.00949485198
1.3,612.0,3.0,873.7816367184412
1.2,501.0,6.0,408.87828386471153
1.66,640.0,12.0,2386.039620401448
2.5,775.0,18.0,7208.698502927139
2.96,828.0,21.0,10945.308805106837
4.5,1080.0,27.0,27140.00949485198
1.32,625.0,3.0,935.9537553329831
1.2,500.0,6.0,411.7476051549902
1.39,585.0,9.0,1219.7966515848211
1.66,639.0,12.0,2386.039620401448
2.5,774.0,18.0,7208.698502927139
1.2,500.0,6.0,417.4862477355475
1.39,584.0,9.0,1219.7966515848211
2.5,773.0,18.0,7208.698502927139
2.96,826.0,21.0,10945.308805106837
3.57,923.0,24.0,16502.78620930718
1.2,500.0,6.0,427.52887225152296
1.66,638.0,12.0,2386.039620401448
2.08,705.0,15.0,4342.937684322529
2.5,772.0,18.0,7208.698502927139
2.96,825.0,21.0,10945.308805106837
4.49,1080.0,27.0,27140.00949485198
1.39,583.0,9.0,1219.7966515848211
2.08,704.0,15.0,4342.937684322529
2.5,770.0,18.0,7208.698502927139
3.57,921.0,24.0,16502.78620930718
1.23,589.0,3.0,604.9764973017865
1.21,501.0,6.0,446.54597978125315
1.39,582.0,9.0,1219.7966515848211
2.08,703.0,15.0,4342.937684322529
2.5,769.0,18.0,7208.698502927139
1.66,635.0,12.0,2386.039620401448
2.08,702.0,15.0,4342.937684322529
2.5,768.0,18.0,7208.698502927139
2.96,822.0,21.0,10945.308805106837
4.49,1080.0,27.0,27140.00949485198
1.22,504.0,6.0,478.3388974355818
1.39,581.0,9.0,1219.7966515848211
1.66,634.0,12.0,2386.039620401448
2.5,767.0,18.0,7208.698502927139
3.57,918.0,24.0,16502.78620930718
1.22,506.0,6.0,488.454825780141
1.39,580.0,9.0,1219.7966515848211
2.5,766.0,18.0,7208.698502927139
1.1,447.0,3.0,49.11356515112043
1.39,579.0,9.0,1219.7966515848211
2.08,699.0,15.0,4342.937684322529
2.5,765.0,18.0,7208.698502927139
3.57,916.0,24.0,16502.78620930718
4.49,1080.0,27.0,27140.00949485198
1.24,556.0,6.0,565.5076215971867
1.39,599.0,9.0,1219.7966515848211
1.66,654.0,12.0,2386.039620401448
3.59,941.0,24.0,16502.78620930718
4.52,1100.0,27.0,27140.00949485198
1.12,470.0,3.0,108.52317662560581
1.23,552.0,6.0,548.6686849739453
1.39,598.0,9.0,1219.7966515848211
2.08,722.0,15.0,4342.937684322529
2.51,791.0,18.0,7208.698502927139
2.97,843.0,21.0,10945.308805106837
3.59,940.0,24.0,16502.78620930718
4.52,1100.0,27.0,27140.00949485198
1.23,545.0,6.0,524.488893516816
1.39,597.0,9.0,1219.7966515848211
2.08,721.0,15.0,4342.937684322529
2.51,790.0,18.0,7208.698502927139
2.97,842.0,21.0,10945.308805106837
3.59,939.0,24.0,16502.78620930718
4.52,1100.0,27.0,27140.00949485198
1.22,537.0,6.0,496.2145596345078
1.39,596.0,9.0,1219.7966515848211
2.97,841.0,21.0,10945.308805106837
3.59,938.0,24.0,16502.78620930718
4.51,1090.0,27.0,27140.00949485198
1.31,629.0,3.0,904.5692447236212
1.22,538.0,6.0,500.455709716854
1.39,595.0,9.0,1219.7966515848211
2.08,719.0,15.0,4342.937684322529
2.51,787.0,18.0,7208.698502927139
1.32,664.0,3.0,992.4291192690156
1.21,528.0,6.0,463.6990756698534
2.08,718.0,15.0,4342.937684322529
2.97,839.0,21.0,10945.308805106837
3.58,936.0,24.0,16502.78620930718
1.25,616.0,3.0,684.2388799518568
1.39,594.0,9.0,1219.7966515848211
1.66,649.0,12.0,2386.039620401448
2.97,838.0,21.0,10945.308805106837
4.51,1090.0,27.0,27140.00949485198
1.18,551.0,3.0,366.2782874820339
1.39,593.0,9.0,1219.7966515848211
1.66,648.0,12.0,2386.039620401448
2.51,784.0,18.0,7208.698502927139
4.51,1090.0,27.0,27140.00949485198
1.2,517.0,6.0,428.3561583169683
2.08,715.0,15.0,4342.937684322529
2.51,783.0,18.0,7208.698502927139
3.58,933.0,24.0,16502.78620930718
4.51,1090.0,27.0,27140.00949485198
1.2,513.0,6.0,418.7114688704477
1.39,591.0,9.0,1219.7966515848211
1.66,646.0,12.0,2386.039620401448
2.08,714.0,15.0,4342.937684322529
3.58,932.0,24.0,16502.78620930718
1.2,510.0,6.0,413.0147141919382
2.08,713.0,15.0,4342.937684322529
2.5,781.0,18.0,7208.698502927139
2.97,833.0,21.0,10945.308805106837
3.58,931.0,24.0,16502.78620930718
1.2,506.0,6.0,405.89377084380135
1.66,644.0,12.0,2386.039620401448
2.97,832.0,21.0,10945.308805106837
3.58,930.0,24.0,16502.78620930718
4.5,1090.0,27.0,27140.00949485198
1.2,504.0,6.0,403.04539350454655
1.39,589.0,9.0,1219.7966515848211
2.08,711.0,15.0,4342.937684322529
2.97,831.0,21.0,10945.308805106837
4.5,1090.0,27.0,27140.00949485198
1.2,524.0,3.0,425.24598158991444
1.2,505.0,6.0,405.89377084380135
1.66,642.0,12.0,2386.039620401448
2.08,710.0,15.0,4342.937684322529
2.5,777.0,18.0,7208.698502927139
2.97,830.0,21.0,10945.308805106837
1.2,502.0,6.0,408.87828386471153
1.66,642.0,12.0,2386.039620401448
2.08,709.0,15.0,4342.937684322529
2.5,776.0,18.0,7208.698502927139
2.97,829.0,21.0,10945.308805106837
3.58,927.0,24.0,16502.78620930718
4.5,1080.0,27.0,27140.00949485198
1.2,501.0,6.0,407.4436232195722
1.39,586.0,9.0,1219.7966515848211
2.5,775.0,18.0,7208.698502927139
2.97,828.0,21.0,10945.308805106837
3.58,926.0,24.0,16502.78620930718
1.29,595.0,3.0,791.4300212923407
1.39,586.0,9.0,1219.7966515848211
1.66,640.0,12.0,2386.039620401448
2.5,774.0,18.0,7208.698502927139
2.97,827.0,21.0,10945.308805106837
1.33,637.0,3.0,989.9158451461439
1.39,585.0,9.0,1219.7966515848211
2.08,706.0,15.0,4342.937684322529
2.96,826.0,21.0,10945.308805106837
4.5,1080.0,27.0,27140.00949485198
1.33,655.0,3.0,1041.0819174976095
2.5,772.0,18.0,7208.698502927139
3.57,923.0,24.0,16502.78620930718
1.33,655.0,3.0,1020.7034531513239
1.21,500.0,6.0,431.832854186941
1.39,583.0,9.0,1219.7966515848211
1.66,637.0,12.0,2386.039620401448
2.08,704.0,15.0,4342.937684322529
3.57,922.0,24.0,16502.78620930718
1.21,501.0,6.0,449.43624502255574
1.66,636.0,12.0,2386.039620401448
2.08,704.0,15.0,4342.937684322529
3.57,921.0,24.0,16502.78620930718
1.22,577.0,3.0,543.2442016587469
1.39,582.0,9.0,1219.7966515848211
1.66,636.0,12.0,2386.039620401448
2.08,703.0,15.0,4342.937684322529
2.96,822.0,21.0,10945.308805106837
3.57,920.0,24.0,16502.78620930718
4.49,1080.0,27.0,27140.00949485198
1.17,533.0,3.0,334.7262252644804
1.66,635.0,12.0,2386.039620401448
2.08,702.0,15.0,4342.937684322529
2.96,821.0,21.0,10945.308805106837
1.14,504.0,3.0,216.74894914667178
1.22,505.0,6.0,482.67429529753576
1.39,580.0,9.0,1219.7966515848211
2.08,701.0,15.0,4342.937684322529
2.5,767.0,18.0,7208.698502927139
4.49,1080.0,27.0,27140.00949485198
1.11,465.0,3.0,82.17359184239703
1.22,508.0,6.0,505.7964172279566
1.39,579.0,9.0,1219.7966515848211
1.66,633.0,12.0,2386.039620401448
2.96,819.0,21.0,10945.308805106837
3.57,916.0,24.0,16502.78620930718
4.49,1080.0,27.0,27140.00949485198
1.1,446.0,3.0,54.710836062266246
1.23,512.0,6.0,534.2068867919204
1.39,579.0,9.0,1219.7966515848211
2.5,765.0,18.0,7208.698502927139
2.96,818.0,21.0,10945.308805106837
3.57,915.0,24.0,16502.78620930718
4.49,1080.0,27.0,27140.00949485198
2.08,722.0,15.0,4342.937684322529
4.52,1100.0,27.0,27140.00949485198
1.22,541.0,6.0,506.1105764933157
1.39,597.0,9.0,1219.7966515848211
2.97,842.0,21.0,10945.308805106837
4.52,1100.0,27.0,27140.00949485198
1.13,478.0,3.0,156.07432303034093
1.39,596.0,9.0,1219.7966515848211
2.08,720.0,15.0,4342.937684322529
2.51,789.0,18.0,7208.698502927139
2.97,841.0,21.0,10945.308805106837
3.59,939.0,24.0,16502.78620930718
1.18,513.0,3.0,336.65306875868225
1.21,528.0,6.0,456.63049219927643
1.66,651.0,12.0,2386.039620401448
2.97,840.0,21.0,10945.308805106837
3.59,938.0,24.0,16502.78620930718
4.52,1090.0,27.0,27140.00949485198
1.21,525.0,6.0,449.5619087286994
2.51,787.0,18.0,7208.698502927139
3.59,937.0,24.0,16502.78620930718
1.33,654.0,3.0,1011.5928344559132
1.21,526.0,6.0,455.216775505161
1.39,594.0,9.0,1219.7966515848211
1.66,649.0,12.0,2386.039620401448
2.08,717.0,15.0,4342.937684322529
2.51,786.0,18.0,7208.698502927139
2.97,838.0,21.0,10945.308805106837
1.31,660.0,3.0,962.6258769619604
1.2,519.0,6.0,431.1835917051991
1.66,648.0,12.0,2386.039620401448
2.08,716.0,15.0,4342.937684322529
2.97,837.0,21.0,10945.308805106837
4.51,1090.0,27.0,27140.00949485198
1.23,596.0,3.0,584.3990654207732
1.2,516.0,6.0,424.11500823462205
1.39,592.0,9.0,1219.7966515848211
1.66,647.0,12.0,2386.039620401448
2.08,715.0,15.0,4342.937684322529
2.51,784.0,18.0,7208.698502927139
3.58,933.0,24.0,16502.78620930718
4.51,1090.0,27.0,27140.00949485198
1.16,534.0,3.0,297.6868478786568
1.39,592.0,9.0,1219.7966515848211
2.08,714.0,15.0,4342.937684322529
2.51,782.0,18.0,7208.698502927139
2.97,835.0,21.0,10945.308805106837
3.58,932.0,24.0,16502.78620930718
1.1,461.0,3.0,54.02492166623247
1.2,508.0,6.0,407.31795951342866
2.08,714.0,15.0,4342.937684322529
2.51,781.0,18.0,7208.698502927139
2.97,834.0,21.0,10945.308805106837
3.58,931.0,24.0,16502.78620930718
4.51,1090.0,27.0,27140.00949485198
1.2,506.0,6.0,405.89377084380135
1.66,645.0,12.0,2386.039620401448
2.51,780.0,18.0,7208.698502927139
2.97,833.0,21.0,10945.308805106837
3.58,930.0,24.0,16502.78620930718
1.39,589.0,9.0,1219.7966515848211
2.5,779.0,18.0,7208.698502927139
2.97,832.0,21.0,10945.308805106837
3.58,929.0,24.0,16502.78620930718
1.16,491.0,3.0,260.96162975819215
1.2,503.0,6.0,407.4436232195722
1.39,588.0,9.0,1219.7966515848211
2.97,831.0,21.0,10945.308805106837
4.5,1090.0,27.0,27140.00949485198
1.2,523.0,3.0,420.81633594835284
1.2,501.0,6.0,407.4436232195722
2.08,710.0,15.0,4342.937684322529
2.5,777.0,18.0,7208.698502927139
2.97,830.0,21.0,10945.308805106837
3.58,927.0,24.0,16502.78620930718
4.5,1080.0,27.0,27140.00949485198
1.21,526.0,3.0,443.1321157643523
1.39,587.0,9.0,1219.7966515848211
2.08,709.0,15.0,4342.937684322529
2.5,776.0,18.0,7208.698502927139
